dat;n;p;M_max;Q;Overflow penalty;Time;Obj;GAP;Overflow;Dist;Route Time;% Collected;Avg Visit;Route;Nodes
abs5n15,dat;14;5;1;498;10;0,45;3137,136;0,00%;26;2877,14;[[0], [3,83], [3,91], [0], [0]];76,63%;1,64;[[], [[0, 8, 12, 13, 2, 5, 14, 6, 3, 1, 9, 15, 0]], [[0, 10, 7, 8, 13, 11, 2, 5, 14, 4, 6, 3, 1, 9, 15, 0]], [], []];42
abs5n15,dat;14;5;2;249;50;91,5;4959,993;0,00%;12;4359,99;[[0, 2,97], [0, 2,87], [2,8, 2,0], [0, 0], [0, 0]];64,54%;1,93;[[[0, 12, 13, 2, 5, 14, 6, 3, 1, 15, 0]], [[0, 10, 7, 8, 11, 13, 12, 9, 15, 0]], [[0, 10, 7, 8, 13, 2, 5, 14, 15, 0], [0, 9, 1, 3, 4, 6, 15, 0]], [], []];24598
abs5n15,dat;14;5;2;249;30;114,48;4719,993;0,00%;12;4359,99;[[0, 2,97], [0, 2,87], [2,8, 2,0], [0, 0], [0, 0]];64,54%;1,93;[[[0, 12, 13, 2, 5, 14, 6, 3, 1, 15, 0]], [[0, 10, 7, 8, 11, 13, 12, 9, 15, 0]], [[0, 10, 7, 8, 13, 2, 5, 14, 15, 0], [0, 9, 1, 3, 4, 6, 15, 0]], [], []];23745
abs5n15,dat;14;5;2;249;10;121,77;4282,842;0,00%;26;4022,84;[[0, 0], [2,84, 2,28], [3,25, 1,96], [0, 0], [0, 0]];76,63%;1,64;[[], [[0, 8, 12, 13, 2, 5, 15, 0], [0, 9, 1, 14, 6, 3, 15, 0]], [[0, 10, 7, 8, 13, 11, 2, 5, 1, 15, 0], [0, 9, 3, 14, 4, 6, 15, 0]], [], []];23812
abs1n20,dat;19;5;1;601;50;4,08;6018,203;0,00%;1;5968,2;[[3,04], [3,91], [3,5], [3,67], [0]];74,10%;2;[[[0, 13, 14, 15, 3, 12, 2, 4, 20, 0]], [[0, 18, 19, 7, 17, 13, 14, 3, 9, 8, 16, 20, 0]], [[0, 10, 11, 5, 14, 15, 9, 6, 3, 12, 1, 2, 4, 20, 0]], [[0, 18, 19, 7, 13, 14, 15, 3, 8, 4, 20, 0]], []];1289
abs1n20,dat;19;5;1;601;30;10,2;5944,357;0,00%;8;5704,36;[[2,73], [3,87], [3,86], [3,15], [0]];76,81%;1,89;[[[0, 13, 14, 3, 8, 2, 4, 20, 0]], [[0, 19, 7, 13, 14, 15, 9, 3, 12, 16, 20, 0]], [[0, 18, 19, 10, 17, 11, 5, 14, 3, 6, 9, 8, 1, 2, 4, 20, 0]], [[0, 7, 13, 14, 15, 3, 12, 4, 20, 0]], []];3002
abs1n20,dat;19;5;1;601;10;13,08;5016,292;0,00%;51;4506,29;[[3,04], [3,94], [3,96], [0], [0]];73,67%;1,58;[[[0, 13, 14, 15, 3, 12, 2, 4, 20, 0]], [[0, 18, 19, 7, 17, 11, 5, 14, 9, 8, 1, 16, 20, 0]], [[0, 7, 10, 13, 14, 15, 9, 6, 3, 12, 8, 2, 4, 20, 0]], [], []];3886
abs1n20,dat;19;5;2;301;50;210,18;6743,016;0,00%;1;6693,02;[[0, 3,39], [2,48, 3,23], [0, 3,75], [0, 3,24], [0, 0]];59,08%;2,42;[[[0, 17, 13, 5, 14, 15, 3, 12, 8, 1, 2, 4, 20, 0]], [[0, 10, 7, 19, 18, 16, 20, 0], [0, 13, 11, 5, 14, 3, 6, 9, 8, 1, 2, 4, 20, 0]], [[0, 18, 19, 10, 13, 14, 15, 9, 6, 3, 12, 4, 20, 0]], [[0, 7, 17, 14, 15, 3, 8, 2, 4, 20, 0]], []];44103
abs1n20,dat;19;5;2;301;30;210,29;6276,968;0,00%;29;5406,97;[[3,99, 0], [3,23, 0], [2,73, 3,4], [0, 0], [0, 0]];59,04%;2,05;[[[0, 19, 7, 17, 13, 5, 14, 15, 3, 12, 8, 1, 2, 4, 20, 0]], [[0, 13, 11, 5, 14, 3, 6, 9, 8, 1, 2, 4, 20, 0]], [[0, 10, 7, 19, 18, 16, 20, 0], [0, 13, 14, 15, 9, 6, 3, 12, 8, 2, 4, 20, 0]], [], []];21975
abs1n20,dat;19;5;2;301;10;612,94;5662,558;0,00%;80;4862,56;[[0, 0], [3,5, 2,83], [3,28, 2,63], [0, 0], [0, 0]];82,74%;1,47;[[], [[0, 7, 11, 5, 14, 15, 3, 12, 20, 0], [0, 13, 6, 9, 8, 2, 4, 20, 0]], [[0, 17, 13, 14, 12, 3, 9, 8, 1, 2, 4, 20, 0], [0, 10, 7, 19, 18, 16, 20, 0]], [], []];78125
abs2n20,dat;19;5;1;562;50;0,86;4507,304;0,00%;7;4157,3;[[0], [3,5], [3,39], [2,74], [0]];82,37%;1,63;[[], [[0, 3, 7, 14, 15, 10, 9, 11, 6, 16, 18, 8, 13, 20, 0]], [[0, 6, 9, 11, 4, 5, 2, 1, 18, 19, 12, 16, 17, 20, 0]], [[0, 7, 14, 15, 10, 6, 18, 8, 20, 0]], []];370
abs2n20,dat;19;5;1;562;30;1,16;4345,602;0,00%;13;3955,6;[[0], [3,57], [3,08], [2,57], [0]];84,17%;1,58;[[], [[0, 6, 11, 9, 10, 15, 7, 14, 12, 19, 16, 18, 8, 20, 0]], [[0, 3, 6, 9, 11, 4, 5, 13, 2, 1, 18, 17, 20, 0]], [[0, 14, 7, 10, 6, 16, 18, 8, 20, 0]], []];505
abs2n20,dat;19;5;1;562;10;3,28;3796,244;0,00%;65;3146,24;[[0], [3,57], [3,85], [0], [0]];80,51%;1,37;[[], [[0, 6, 11, 9, 10, 15, 7, 14, 12, 19, 16, 18, 8, 20, 0]], [[0, 3, 10, 6, 9, 11, 4, 5, 13, 2, 1, 18, 16, 17, 8, 20, 0]], [], []];648
abs2n20,dat;19;5;2;281;50;40,12;5169,395;0,00%;13;4519,4;[[0, 0], [2,49, 1,63], [2,09, 2,02], [0, 2,47], [0, 0]];84,03%;1,58;[[], [[0, 7, 14, 15, 10, 9, 11, 20, 0], [0, 6, 16, 18, 17, 8, 20, 0]], [[0, 3, 6, 9, 11, 4, 5, 13, 20, 0], [0, 12, 19, 16, 18, 1, 2, 20, 0]], [[0, 14, 7, 10, 6, 18, 8, 20, 0]], []];6238
abs2n20,dat;19;5;2;281;30;33,23;4909,395;0,00%;13;4519,4;[[0, 0], [2,49, 1,63], [2,02, 2,09], [2,47, 0], [0, 0]];84,03%;1,58;[[], [[0, 7, 14, 15, 10, 9, 11, 20, 0], [0, 6, 16, 18, 17, 8, 20, 0]], [[0, 12, 19, 16, 18, 1, 2, 20, 0], [0, 3, 6, 9, 11, 4, 5, 13, 20, 0]], [[0, 14, 7, 10, 6, 18, 8, 20, 0]], []];3734
abs2n20,dat;19;5;2;281;10;39,37;4287,882;0,00%;45;3837,88;[[0, 0], [2,69, 1,63], [2,83, 2,18], [0, 0], [0, 0]];79,60%;1,42;[[], [[0, 7, 10, 9, 11, 4, 5, 13, 20, 0], [0, 6, 16, 18, 17, 8, 20, 0]], [[0, 3, 7, 14, 15, 10, 9, 11, 8, 20, 0], [0, 6, 16, 12, 19, 18, 1, 2, 20, 0]], [], []];3545
abs3n20,dat;19;5;1;566;50;4,45;5220,161;0,00%;11;4670,16;[[1,85], [3,7], [2,81], [2,01], [0]];77,92%;1,58;[[[0, 14, 19, 18, 3, 20, 0]], [[0, 1, 9, 7, 16, 13, 8, 4, 15, 17, 12, 2, 20, 0]], [[0, 14, 5, 9, 6, 7, 10, 19, 18, 3, 11, 20, 0]], [[0, 13, 8, 4, 15, 12, 20, 0]], []];1247
abs3n20,dat;19;5;1;566;30;3,12;4919,285;0,00%;16;4439,28;[[2,63], [2,18], [3,31], [2,01], [0]];77,28%;1,63;[[[0, 14, 9, 16, 7, 19, 18, 3, 20, 0]], [[0, 13, 8, 4, 15, 17, 12, 2, 20, 0]], [[0, 1, 14, 5, 9, 16, 7, 6, 10, 19, 18, 3, 11, 20, 0]], [[0, 13, 8, 4, 15, 12, 20, 0]], []];749
abs3n20,dat;19;5;1;566;10;6,55;4219,189;0,00%;141;2809,19;[[0], [3,96], [3,56], [0], [0]];85,19%;1,16;[[], [[0, 17, 12, 15, 4, 8, 13, 14, 9, 16, 7, 6, 19, 20, 0]], [[0, 1, 14, 5, 9, 10, 19, 18, 3, 11, 2, 20, 0]], [], []];1326
abs3n20,dat;19;5;2;283;50;24,19;5137,619;0,00%;14;4437,62;[[0, 0], [2,78, 2,35], [2,09, 2,71], [0, 0], [0, 0]];75,60%;1,47;[[], [[0, 5, 9, 16, 7, 19, 18, 3, 20, 0], [0, 1, 14, 13, 8, 17, 12, 20, 0]], [[0, 13, 8, 4, 15, 12, 2, 20, 0], [0, 14, 9, 6, 7, 10, 19, 18, 3, 11, 20, 0]], [], []];2212
abs3n20,dat;19;5;2;283;30;14,81;4857,619;0,00%;14;4437,62;[[0, 0], [2,78, 2,35], [2,71, 2,09], [0, 0], [0, 0]];75,60%;1,47;[[], [[0, 5, 9, 16, 7, 19, 18, 3, 20, 0], [0, 1, 14, 13, 8, 17, 12, 20, 0]], [[0, 14, 9, 6, 7, 10, 19, 18, 3, 11, 20, 0], [0, 13, 8, 4, 15, 12, 2, 20, 0]], [], []];1165
abs3n20,dat;19;5;2;283;10;22,52;4407,403;0,00%;76;3647,4;[[0, 0], [2,25, 2,31], [3,28, 1,59], [0, 0], [0, 0]];79,53%;1,32;[[], [[0, 1, 9, 16, 7, 6, 10, 19, 20, 0], [0, 14, 13, 8, 17, 12, 2, 20, 0]], [[0, 14, 5, 9, 10, 19, 18, 3, 11, 20, 0], [0, 8, 4, 15, 12, 20, 0]], [], []];1937
abs4n20,dat;19;5;1;620;50;0,95;6107,385;0,00%;11;5557,38;[[2,48], [3,93], [3,78], [1,99], [0]];70,14%;1,95;[[[0, 3, 15, 11, 14, 7, 10, 13, 20, 0]], [[0, 6, 5, 16, 2, 19, 4, 9, 18, 14, 17, 8, 13, 20, 0]], [[0, 3, 15, 11, 7, 14, 18, 9, 1, 2, 16, 4, 12, 10, 20, 0]], [[0, 6, 15, 8, 10, 13, 20, 0]], []];363
abs4n20,dat;19;5;1;620;30;2,94;5803,259;0,00%;21;5173,26;[[2,3], [3,62], [3,55], [2,01], [0]];77,43%;1,84;[[[0, 6, 16, 2, 4, 10, 13, 20, 0]], [[0, 3, 15, 11, 8, 7, 14, 18, 9, 12, 10, 13, 20, 0]], [[0, 6, 5, 16, 4, 19, 2, 1, 9, 18, 14, 7, 17, 20, 0]], [[0, 3, 15, 11, 8, 10, 13, 20, 0]], []];639
abs4n20,dat;19;5;1;620;10;4,48;5050,04;0,00%;76;4290,04;[[2,31], [3,6], [3,81], [0], [0]];72,67%;1,58;[[[0, 6, 5, 16, 2, 19, 4, 10, 20, 0]], [[0, 3, 15, 11, 7, 14, 18, 9, 17, 8, 13, 20, 0]], [[0, 6, 13, 10, 12, 4, 16, 2, 1, 9, 18, 14, 7, 8, 20, 0]], [], []];975
abs4n20,dat;19;5;2;310;50;114,83;6664,961;0,00%;7;6314,96;[[0, 3,49], [1,71, 3,12], [3,59, 0], [0, 1,82], [0, 0]];57,48%;2,26;[[[0, 3, 15, 11, 14, 7, 17, 1, 2, 19, 4, 12, 10, 13, 20, 0]], [[0, 6, 5, 16, 10, 20, 0], [0, 3, 13, 12, 4, 19, 1, 9, 18, 14, 7, 17, 8, 20, 0]], [[0, 15, 11, 7, 14, 18, 9, 4, 2, 16, 13, 20, 0]], [[0, 6, 15, 8, 10, 20, 0]], []];15685
abs4n20,dat;19;5;2;310;30;510,07;6385,416;0,00%;17;5875,42;[[0, 2,01], [3,03, 2,51], [0, 3,6], [0, 1,99], [0, 0]];70,74%;1,89;[[[0, 3, 15, 11, 8, 10, 13, 20, 0]], [[0, 13, 4, 1, 9, 18, 14, 17, 8, 20, 0], [0, 6, 5, 16, 2, 19, 12, 10, 20, 0]], [[0, 3, 15, 11, 7, 14, 18, 9, 4, 2, 16, 20, 0]], [[0, 6, 15, 8, 10, 13, 20, 0]], []];64715
abs4n20,dat;19;5;2;310;10;149,85;5480,01;0,00%;87;4610,01;[[0, 0], [2,69, 2,49], [3,92, 2,53], [0, 0], [0, 0]];83,12%;1,47;[[], [[0, 15, 11, 14, 7, 17, 8, 13, 20, 0], [0, 6, 16, 2, 4, 10, 20, 0]], [[0, 3, 15, 8, 14, 18, 9, 1, 20, 0], [0, 6, 5, 16, 2, 19, 4, 12, 10, 13, 20, 0]], [], []];15555
abs5n20,dat;19;5;1;604;50;1,03;6464,046;0,00%;10;5964,05;[[2,81], [3,84], [3,21], [3,16], [0]];73,24%;1,89;[[[0, 19, 14, 16, 4, 11, 1, 3, 12, 20, 0]], [[0, 17, 18, 13, 8, 5, 14, 2, 6, 9, 10, 20, 0]], [[0, 19, 14, 16, 4, 11, 1, 3, 7, 15, 12, 20, 0]], [[0, 14, 18, 8, 3, 1, 4, 6, 10, 20, 0]], []];385
abs5n20,dat;19;5;1;604;30;3,23;6247,248;0,00%;13;5857,25;[[2,81], [3,84], [3,21], [2,88], [0]];73,97%;1,79;[[[0, 19, 14, 16, 4, 11, 1, 3, 12, 20, 0]], [[0, 17, 18, 13, 8, 5, 14, 2, 6, 9, 10, 20, 0]], [[0, 19, 14, 16, 4, 11, 1, 3, 7, 15, 12, 20, 0]], [[0, 14, 18, 8, 3, 1, 10, 20, 0]], []];985
abs5n20,dat;19;5;1;604;10;4,57;5269,511;0,00%;66;4609,51;[[2,43], [3,89], [3,88], [0], [0]];73,76%;1,53;[[[0, 19, 14, 3, 1, 12, 20, 0]], [[0, 17, 18, 8, 5, 14, 16, 4, 2, 6, 9, 10, 11, 20, 0]], [[0, 19, 14, 18, 8, 13, 7, 15, 12, 1, 3, 4, 11, 20, 0]], [], []];715
abs5n20,dat;19;5;2;302;50;21,3;7173,603;0,00%;10;6673,6;[[2,17, 0], [2,85, 3,12], [3,11, 0], [0, 3,05], [0, 0]];72,29%;1,84;[[[0, 19, 14, 3, 1, 11, 20, 0]], [[0, 14, 16, 4, 2, 6, 9, 10, 20, 0], [0, 17, 5, 18, 8, 13, 7, 12, 20, 0]], [[0, 19, 14, 4, 11, 1, 3, 7, 15, 12, 20, 0]], [[0, 14, 18, 8, 3, 1, 4, 10, 20, 0]], []];2887
abs5n20,dat;19;5;2;302;30;35,69;6696,788;0,00%;38;5556,79;[[3,09, 0], [2,85, 0], [2,78, 3,33], [0, 0], [0, 0]];73,03%;1,58;[[[0, 19, 14, 5, 18, 8, 3, 1, 12, 11, 20, 0]], [[0, 14, 16, 4, 2, 6, 9, 10, 20, 0]], [[0, 17, 18, 8, 13, 3, 1, 20, 0], [0, 19, 14, 4, 11, 10, 12, 15, 7, 20, 0]], [], []];6297
abs5n20,dat;19;5;2;302;10;18,23;5817,616;0,00%;49;5327,62;[[0, 0], [2,86, 3,12], [3,12, 3,16], [0, 0], [0, 0]];79,71%;1,53;[[], [[0, 19, 14, 16, 4, 10, 11, 20, 0], [0, 17, 18, 8, 3, 1, 12, 20, 0]], [[0, 2, 6, 9, 10, 11, 4, 3, 1, 20, 0], [0, 19, 14, 5, 18, 8, 13, 7, 15, 12, 20, 0]], [], []];1724
abs1n25,dat;24;5;1;730;50;7,79;5710,198;0,00%;9;5260,2;[[1,47], [3,99], [3,66], [2,42], [0]];74,22%;1,79;[[[0, 7, 2, 3, 14, 23, 25, 0]], [[0, 23, 20, 14, 4, 13, 3, 7, 22, 9, 8, 6, 11, 10, 24, 16, 25, 0]], [[0, 8, 9, 18, 21, 2, 3, 4, 15, 12, 19, 17, 14, 1, 20, 5, 25, 0]], [[0, 7, 3, 14, 20, 23, 16, 10, 24, 25, 0]], []];707
abs1n25,dat;24;5;1;730;30;10,79;5406,035;0,00%;30;4506,04;[[1,82], [3,46], [3,65], [1,23], [0]];77,32%;1,58;[[[0, 7, 2, 3, 4, 14, 23, 25, 0]], [[0, 22, 9, 8, 6, 11, 10, 24, 16, 5, 20, 14, 23, 25, 0]], [[0, 8, 9, 18, 21, 2, 7, 3, 4, 13, 15, 12, 19, 17, 14, 20, 1, 23, 25, 0]], [[0, 10, 24, 16, 25, 0]], []];1531
abs1n25,dat;24;5;1;730;10;12,53;4489,876;0,00%;75;3739,88;[[1,21], [3,87], [3,97], [0], [0]];75,51%;1,42;[[[0, 11, 10, 16, 25, 0]], [[0, 8, 9, 22, 2, 7, 3, 4, 13, 15, 12, 19, 17, 14, 20, 1, 23, 25, 0]], [[0, 23, 20, 14, 4, 3, 7, 2, 21, 18, 9, 8, 6, 10, 24, 16, 25, 0]], [], []];1685
abs1n25,dat;24;5;2;365;50;71,68;5971,993;0,00%;8;5571,99;[[1,66, 0], [2,49, 2,28], [3,4, 0], [0, 2,42], [0, 0]];68,35%;1,88;[[[0, 7, 2, 3, 14, 20, 23, 25, 0]], [[0, 7, 2, 3, 4, 13, 12, 19, 17, 14, 20, 1, 23, 25, 0], [0, 22, 9, 8, 6, 11, 10, 24, 16, 25, 0]], [[0, 8, 9, 18, 21, 2, 3, 4, 15, 14, 20, 5, 25, 0]], [[0, 7, 3, 14, 20, 23, 16, 10, 24, 25, 0]], []];2790
abs1n25,dat;24;5;2;365;30;253,58;5781,665;0,00%;17;5271,67;[[0, 1,71], [2,28, 2,49], [0, 3,47], [0, 1,82], [0, 0]];65,94%;1,88;[[[0, 7, 2, 3, 14, 20, 1, 23, 25, 0]], [[0, 22, 9, 8, 6, 11, 10, 24, 16, 25, 0], [0, 7, 2, 3, 4, 13, 15, 12, 19, 17, 14, 20, 23, 25, 0]], [[0, 8, 9, 18, 21, 2, 7, 3, 4, 15, 14, 20, 5, 25, 0]], [[0, 10, 24, 16, 1, 20, 23, 25, 0]], []];23355
abs1n25,dat;24;5;2;365;10;179,1;4901,139;0,00%;65;4251,14;[[0, 0], [2,81, 2,4], [2,52, 2,43], [0, 0], [0, 0]];79,56%;1,42;[[], [[0, 14, 22, 9, 8, 11, 10, 16, 25, 0], [0, 7, 2, 3, 4, 12, 19, 20, 23, 25, 0]], [[0, 7, 2, 3, 13, 15, 4, 17, 14, 20, 1, 23, 25, 0], [0, 21, 18, 9, 8, 6, 10, 24, 16, 25, 0]], [], []];12582
abs2n25,dat;24;5;1;771;50;12,54;7262,898;0,00%;15;6512,9;[[3,38], [3,77], [3,94], [3,91], [0]];73,95%;2,04;[[[0, 4, 20, 1, 14, 18, 6, 21, 23, 3, 7, 2, 9, 25, 0]], [[0, 13, 12, 24, 5, 16, 19, 22, 17, 10, 11, 8, 25, 0]], [[0, 13, 15, 4, 20, 1, 14, 18, 6, 3, 7, 2, 9, 8, 25, 0]], [[0, 4, 5, 16, 24, 19, 22, 17, 11, 3, 23, 21, 6, 18, 25, 0]], []];2971
abs2n25,dat;24;5;1;771;30;16,71;6908,036;0,00%;19;6338,04;[[3,28], [3,77], [3,83], [3,71], [0]];75,25%;1,96;[[[0, 4, 20, 1, 14, 18, 6, 23, 3, 7, 2, 9, 25, 0]], [[0, 13, 12, 24, 5, 16, 19, 22, 17, 10, 11, 8, 25, 0]], [[0, 13, 15, 4, 20, 1, 14, 18, 6, 21, 23, 3, 7, 2, 9, 25, 0]], [[0, 4, 5, 16, 24, 19, 22, 17, 11, 3, 6, 18, 25, 0]], []];3152
abs2n25,dat;24;5;1;771;10;16,68;6198,523;0,00%;41;5788,52;[[3,29], [3,9], [3,94], [3,26], [0]];78,84%;1,79;[[[0, 15, 4, 5, 16, 24, 19, 22, 17, 11, 7, 2, 25, 0]], [[0, 13, 20, 1, 3, 23, 21, 14, 18, 6, 9, 25, 0]], [[0, 4, 12, 24, 5, 16, 19, 22, 17, 10, 11, 7, 2, 8, 25, 0]], [[0, 13, 15, 4, 20, 1, 3, 23, 6, 18, 25, 0]], []];2541
abs2n25,dat;24;5;2;386;50;87,88;7746,165;0,00%;12;7146,17;[[0, 3,61], [0, 3,18], [3,03, 3,3], [0, 3,34], [0, 0]];74,59%;1,96;[[[0, 13, 4, 20, 1, 14, 18, 6, 23, 3, 7, 2, 9, 25, 0]], [[0, 12, 24, 5, 16, 19, 22, 17, 11, 25, 0]], [[0, 14, 18, 6, 21, 23, 3, 7, 2, 9, 25, 0], [0, 13, 15, 4, 20, 1, 11, 17, 10, 8, 25, 0]], [[0, 4, 5, 16, 24, 19, 22, 3, 6, 18, 25, 0]], []];6690
abs2n25,dat;24;5;2;386;30;289,24;7500,469;0,00%;41;6270,47;[[3,99, 0], [0, 3,97], [3,23, 3,42], [0, 0], [0, 0]];63,68%;1,92;[[[0, 4, 20, 1, 22, 19, 17, 11, 7, 2, 3, 23, 21, 6, 18, 9, 25, 0]], [[0, 13, 15, 5, 16, 24, 12, 20, 14, 21, 6, 9, 25, 0]], [[0, 13, 4, 20, 1, 3, 7, 2, 23, 6, 18, 25, 0], [0, 15, 5, 16, 24, 19, 22, 17, 10, 11, 8, 25, 0]], [], []];53463
abs2n25,dat;24;5;2;386;10;78,78;6376,748;0,00%;67;5706,75;[[0, 0], [3,13, 3,52], [3,71, 3,68], [0, 0], [0, 0]];78,25%;1,58;[[], [[0, 4, 5, 16, 24, 19, 22, 17, 11, 25, 0], [0, 13, 20, 1, 3, 2, 6, 18, 9, 25, 0]], [[0, 4, 20, 1, 14, 18, 6, 21, 23, 3, 7, 2, 25, 0], [0, 13, 15, 12, 24, 5, 16, 19, 22, 11, 10, 8, 25, 0]], [], []];7300
abs3n25,dat;24;5;1;720;50;11,91;6807,045;0,00%;13;6157,05;[[2,64], [3,92], [3,73], [3,36], [0]];76,67%;1,75;[[[0, 16, 2, 7, 3, 14, 15, 4, 25, 0]], [[0, 9, 17, 18, 8, 1, 6, 20, 19, 13, 22, 23, 14, 25, 0]], [[0, 24, 16, 11, 10, 12, 2, 7, 3, 5, 14, 15, 4, 21, 25, 0]], [[0, 9, 18, 8, 6, 20, 19, 23, 22, 15, 4, 25, 0]], []];2609
abs3n25,dat;24;5;1;720;30;10,81;6510,922;0,00%;21;5880,92;[[2,64], [3,7], [3,74], [3,48], [0]];77,08%;1,75;[[[0, 16, 2, 7, 3, 14, 15, 4, 25, 0]], [[0, 9, 24, 21, 17, 18, 8, 1, 6, 20, 23, 22, 13, 19, 25, 0]], [[0, 16, 11, 10, 12, 2, 7, 3, 5, 14, 15, 4, 25, 0]], [[0, 9, 24, 18, 8, 6, 20, 19, 23, 22, 15, 4, 25, 0]], []];1409
abs3n25,dat;24;5;1;720;10;11,72;5777,234;0,00%;134;4437,23;[[2,83], [3,7], [3,83], [0], [0]];71,72%;1,33;[[[0, 16, 11, 2, 7, 3, 5, 14, 15, 4, 25, 0]], [[0, 9, 24, 21, 17, 18, 8, 1, 6, 20, 23, 22, 13, 19, 25, 0]], [[0, 10, 12, 2, 7, 3, 14, 23, 22, 15, 4, 25, 0]], [], []];2297
abs3n25,dat;24;5;2;360;50;83,62;7263,844;0,00%;4;7063,84;[[0, 2,93], [3,89, 0], [2,83, 2,56], [0, 3,35], [0, 0]];70,51%;1,92;[[[0, 9, 16, 11, 2, 7, 3, 5, 14, 15, 4, 25, 0]], [[0, 7, 3, 5, 14, 23, 22, 13, 19, 20, 8, 25, 0]], [[0, 10, 12, 2, 3, 14, 15, 4, 21, 25, 0], [0, 9, 24, 17, 18, 8, 1, 6, 20, 19, 25, 0]], [[0, 16, 11, 7, 3, 14, 23, 22, 15, 4, 25, 0]], []];6773
abs3n25,dat;24;5;2;360;30;35,35;6642,236;0,00%;42;5382,24;[[0, 0], [3,03, 3,31], [2,47, 3,58], [0, 0], [0, 0]];75,35%;1,5;[[], [[0, 16, 11, 2, 7, 3, 5, 14, 4, 25, 0], [0, 9, 17, 8, 20, 19, 23, 22, 13, 15, 25, 0]], [[0, 9, 24, 18, 8, 1, 6, 20, 19, 25, 0], [0, 10, 12, 2, 7, 3, 14, 23, 22, 15, 4, 21, 25, 0]], [], []];1681
abs3n25,dat;24;5;2;360;10;33,8;5802,236;0,00%;42;5382,24;[[0, 0], [3,31, 3,15], [3,46, 2,47], [0, 0], [0, 0]];75,49%;1,5;[[], [[0, 9, 17, 8, 20, 19, 23, 22, 13, 15, 25, 0], [0, 16, 11, 2, 7, 3, 14, 4, 21, 25, 0]], [[0, 10, 12, 2, 7, 3, 5, 14, 23, 22, 15, 4, 25, 0], [0, 9, 24, 18, 8, 1, 6, 20, 19, 25, 0]], [], []];1920
abs4n25,dat;24;5;1;790;50;4,95;7170,222;0,00%;18;6270,22;[[3,43], [3,35], [3,88], [3,19], [0]];74,10%;1,96;[[[0, 15, 23, 10, 17, 1, 16, 5, 11, 13, 3, 14, 25, 0]], [[0, 21, 23, 4, 19, 6, 20, 18, 22, 8, 12, 7, 9, 25, 0]], [[0, 4, 10, 17, 1, 16, 5, 11, 15, 24, 13, 3, 14, 7, 2, 9, 25, 0]], [[0, 15, 21, 4, 23, 10, 6, 20, 18, 8, 25, 0]], []];1144
abs4n25,dat;24;5;1;790;30;11,37;6724,732;0,00%;25;5974,73;[[2,52], [3,89], [3,66], [3,48], [0]];77,41%;2;[[[0, 24, 15, 4, 19, 6, 20, 22, 8, 18, 25, 0]], [[0, 21, 23, 10, 17, 1, 16, 5, 11, 13, 14, 3, 9, 25, 0]], [[0, 15, 21, 4, 6, 20, 18, 8, 12, 14, 3, 7, 2, 9, 25, 0]], [[0, 24, 15, 11, 5, 1, 17, 10, 23, 4, 6, 19, 22, 8, 18, 25, 0]], []];1910
abs4n25,dat;24;5;1;790;10;8,4;5931,302;0,00%;170;4231,3;[[2,28], [3,89], [3,61], [0], [0]];83,33%;1,38;[[[0, 15, 4, 6, 20, 18, 8, 25, 0]], [[0, 21, 23, 10, 17, 1, 16, 5, 11, 13, 14, 3, 9, 25, 0]], [[0, 24, 15, 21, 23, 4, 19, 6, 20, 18, 22, 8, 12, 7, 2, 9, 25, 0]], [], []];1595
abs4n25,dat;24;5;2;395;50;145,08;7699,927;0,00%;11;7149,93;[[3,7, 0], [2,91, 0], [3,27, 2,61], [0, 3,04], [0, 0]];69,62%;2,12;[[[0, 15, 21, 23, 10, 17, 1, 16, 5, 11, 13, 3, 14, 7, 9, 25, 0]], [[0, 21, 23, 4, 6, 20, 18, 22, 8, 9, 25, 0]], [[0, 11, 5, 16, 1, 17, 10, 4, 19, 20, 18, 25, 0], [0, 15, 24, 13, 3, 14, 12, 7, 2, 9, 25, 0]], [[0, 15, 21, 4, 23, 10, 6, 20, 18, 8, 25, 0]], []];14124
abs4n25,dat;24;5;2;395;30;229,74;7298,521;0,00%;26;6518,52;[[0, 3,65], [2,75, 0], [2,57, 3,28], [0, 2,38], [0, 0]];71,82%;2;[[[0, 24, 15, 21, 23, 10, 17, 1, 16, 5, 11, 13, 14, 3, 9, 25, 0]], [[0, 21, 23, 4, 19, 6, 20, 22, 8, 18, 25, 0]], [[0, 12, 13, 3, 14, 7, 2, 9, 25, 0], [0, 15, 11, 5, 16, 1, 17, 10, 4, 20, 18, 25, 0]], [[0, 24, 15, 21, 23, 4, 6, 8, 18, 25, 0]], []];18098
abs4n25,dat;24;5;2;395;10;246,21;6253,52;0,00%;64;5613,52;[[3,86, 0], [0, 2,57], [2,79, 3,38], [0, 0], [0, 0]];68,26%;1,79;[[[0, 15, 11, 5, 16, 1, 17, 10, 23, 21, 4, 19, 6, 20, 22, 8, 18, 25, 0]], [[0, 24, 13, 3, 14, 12, 7, 2, 9, 25, 0]], [[0, 24, 15, 4, 6, 20, 22, 8, 18, 25, 0], [0, 21, 23, 10, 17, 1, 16, 5, 11, 14, 3, 9, 25, 0]], [], []];30394
